,movie_title,imdb_id,movie_budget,movie_revenue,movie_release,join_title,imdb_rating,imdb_total_votes,Publisher,Pages,Rating,RatingDistTotal,Authors
1429,The Woman in White,tt0040974,0.0,0.0,1948.0,the woman in white,6.6,2021.0,Everyman's Library,664,4.0,total:124591,Wilkie Collins
1430,The Promised Land,tt0072446,0.0,0.0,1975.0,the promised land,7.8,4372.0,Abingdon Press,48,0.0,total:0,Linda Robinson Whited
1431,Pirates,tt0091757,118059326.66060054,4845818.849863512,1986.0,pirates,6.0,10017.0,Atheneum Books for Young Readers,32,3.98,total:323,John Matthews
1432,Dark Matter,tt0416675,0.0,0.0,2007.0,dark matter,6.0,3739.0,Coronet Books (GB),519,3.77,total:8321,Greg Iles
1433,The Visitor,tt0857191,0.0,14723868.026366884,2007.0,the visitor,7.6,45773.0,Harper Voyager,512,3.8,total:1738,Sheri S. Tepper
1434,Black Friday,tt0032258,0.0,0.0,1940.0,black friday,6.3,3250.0,Vision,480,3.68,total:11753,James Patterson
1435,Deception,tt0800240,38219574.50017439,27122594.425631795,2008.0,deception,6.0,41973.0,Vintage,208,3.33,total:2129,Philip Roth
1436,Deception,tt0800240,38219574.50017439,27122594.425631795,2008.0,deception,6.0,41973.0,Back Bay Books,336,3.56,total:1882,Denise Mina
1437,The Fall,tt0460791,0.0,5609815.637731296,2008.0,the fall,7.8,125537.0,Vintage,147,4.04,total:66894,Albert Camus
1438,Bella,tt0482463,0.0,0.0,2006.0,bella,7.0,11226.0,Corgi,256,3.65,total:628,Jilly Cooper
1439,The Quiet American,tt0052106,0.0,0.0,1958.0,the quiet american,6.6,2293.0,Penguin Classics Deluxe Editions,180,3.97,total:45078,Graham Greene
1440,Sex and the City,tt1000774,99370893.7004534,634831391.6372788,2008.0,sex and the city,5.7,132079.0,Livre de Poche,286,3.41,total:49214,Candace Bushnell
1441,Stuck,tt0758786,7972197.781131258,0.0,2007.0,stuck,6.4,10671.0,Xlibris Corporation,152,4.75,total:8,Evan Roskos
1442,The Lost World,tt0054038,0.0,0.0,1960.0,the lost world,5.5,4954.0,Random House Value Publishing,0,3.78,total:115266,Michael Crichton
1443,The Protector,tt0089847,0.0,0.0,1985.0,the protector,5.7,5775.0,Warner Books (NY),482,3.94,total:2558,David Morrell
1444,The Protector,tt0089847,0.0,0.0,1985.0,the protector,5.7,5775.0,Jove Books,189,3.0,total:2,Malcolm Braly
1445,The Three Musketeers,tt0012752,0.0,0.0,1921.0,the three musketeers,6.9,1246.0,Viking,704,4.07,total:262810,Alexandre Dumas
1446,Tom Sawyer,tt0070814,0.0,0.0,1973.0,tom sawyer,6.4,2839.0,Globe Fearon,0,3.91,total:726009,Mark Twain
1447,Brick Lane,tt0940585,0.0,0.0,2007.0,brick lane,6.6,3350.0,Scribner,432,3.41,total:27267,Monica Ali
1448,Two Women,tt0212573,0.0,0.0,1999.0,two women,6.7,1791.0,Zoland Books,331,3.97,total:1679,Alberto Moravia
1449,The Stone Angel,tt0847897,0.0,755753.1885743497,2007.0,the stone angel,6.1,1864.0,University of Chicago Press,318,3.72,total:10882,Margaret Laurence
1450,Sublime,tt0822858,0.0,0.0,2007.0,sublime,5.3,7182.0,Alfred Publishing Company,62,0.0,total:0,Sublime
1451,Towelhead,tt0787523,0.0,562038.7172038044,2008.0,towelhead,6.9,12255.0,Simon  Schuster,336,3.61,total:3671,Alicia Erian
1452,Breath,tt0901475,0.0,0.0,2007.0,breath,6.9,5264.0,Knopf,96,3.98,total:249,Philip Levine
1453,Breath,tt0901475,0.0,0.0,2007.0,breath,6.9,5264.0,Simon Pulse,260,3.77,total:896,Donna Jo Napoli
1454,Watchmen,tt0409459,198967786.98928437,283542845.1338112,2009.0,watchmen,7.6,604865.0,DC Comics,464,4.36,total:474288,Alan Moore
1455,Bravo Two Zero,tt0120617,0.0,0.0,1999.0,bravo two zero,6.7,4529.0,Corgi,416,4.09,total:11365,Andy McNab
1456,Brideshead Revisited,tt0412536,30575659.60013951,20186495.343859285,2008.0,brideshead revisited,6.6,14090.0,Back Bay Books,351,4.0,total:90318,Evelyn Waugh
1457,Blindsight,tt0841084,0.0,0.0,2006.0,blindsight,7.2,721.0,New Directions,114,4.28,total:68,Rosmarie Waldrop
1458,Heart of a Dog,tt0096126,0.0,0.0,1988.0,heart of a dog,8.5,10067.0,,132,4.1,total:38812,Mikhail Bulgakov
1459,The End of Summer,tt0055052,0.0,0.0,1961.0,the end of summer,7.7,4804.0,St. Martin's Paperbacks,233,3.76,total:4443,Rosamunde Pilcher
1460,Still Life,tt1127347,0.0,0.0,2007.0,still life,0.0,0.0,Bulfinch,144,4.22,total:40,Irving Penn
1461,Mirrors,tt0790686,53507404.30024414,110739595.0755135,2008.0,mirrors,6.1,118120.0,American University in Cairo Press,184,3.85,total:1859,Naguib Mahfouz
1462,Noise,tt0425308,0.0,0.0,2008.0,noise,6.1,4621.0,Nick Hern Books,84,0.0,total:0,Alex Jones
1463,The Woman in Black,tt0098672,0.0,0.0,1989.0,the woman in black,7.0,6808.0,David R. Godine Publisher,138,3.72,total:45109,Susan Hill
1464,The Woman in Black,tt0098672,0.0,0.0,1989.0,the woman in black,7.0,6808.0,Harlequin Intrigue,250,3.88,total:8,Jenna Ryan
1465,John Adams,tt0472027,0.0,0.0,2008.0,john adams,8.4,39199.0,Simon & Schuster Paperbacks,751,4.06,total:293110,David McCullough
1466,John Adams,tt0472027,0.0,0.0,2008.0,john adams,8.4,39199.0,Enslow Publishers,48,4.0,total:2,Stephen Feinstein
1467,Tobacco Road,tt0034297,0.0,0.0,1941.0,tobacco road,6.4,2697.0,University of Georgia Press,192,3.73,total:13413,Erskine Caldwell
1468,Private Parts,tt0069124,0.0,0.0,1972.0,private parts,6.4,2020.0,Pocket Books,660,3.77,total:4246,Howard Stern
1469,On the Beach,tt0219224,0.0,0.0,2000.0,on the beach,6.9,4491.0,House of Stratus,296,3.94,total:33872,Nevil Shute
1470,Miracle at St. Anna,tt1046997,68795234.1003139,14254117.198827378,2008.0,miracle at st. anna,6.1,19583.0,Riverhead Books,336,3.75,total:2616,James   McBride
1471,1984,tt0048918,0.0,0.0,1956.0,1984,6.9,4689.0,New American Library,328,4.18,total:2917777,George Orwell
1472,Nights in Rodanthe,tt0956038,0.0,128991157.19385034,2008.0,nights in rodanthe,6.0,27204.0,Warner Books,212,3.84,total:149519,Nicholas Sparks
1473,The Wrong Man,tt0108597,0.0,0.0,1993.0,the wrong man,5.9,857.0,Harlequin Superromance,304,3.26,total:42,Laura Abbot
1474,"20,000 Leagues Under the Sea",tt0006333,0.0,0.0,1916.0,"20,000 leagues under the sea",6.1,2185.0,IndyPublish,440,3.88,total:186838,Jules Verne
1475,"20,000 Leagues Under the Sea",tt0006333,0.0,0.0,1916.0,"20,000 leagues under the sea",6.1,2185.0,Evans Brothers,48,3.76,total:728,Pauline Francis
1476,The Secret Life of Bees,tt0416212,16816612.78007673,58254879.3224429,2008.0,the secret life of bees,7.2,29387.0,Penguin Books,302,4.05,total:1083099,Sue Monk Kidd
1477,The Wave,tt1063669,11465872.350052316,29046876.62013253,2008.0,the wave,7.6,120059.0,Grand Central Publishing,240,3.27,total:934,Walter Mosley
1478,Quarantine,tt1082868,18345395.760083705,62459069.20825361,2008.0,quarantine,6.0,82118.0,Picador,256,3.69,total:3379,Jim Crace
1479,The Adventures of Huckleberry Finn,tt0031020,0.0,0.0,1939.0,the adventures of huckleberry finn,6.8,1532.0,Penguin Classics,327,3.82,total:1117780,Mark Twain
1480,Resistance,tt0306011,0.0,0.0,2003.0,resistance,5.4,760.0,Vintage,180,3.83,total:332,Barry  Lopez
1481,Resistance,tt0306011,0.0,0.0,2003.0,resistance,5.4,760.0,Little Brown and Company,284,3.76,total:8052,Anita Shreve
1482,The Adventures of Tom Sawyer,tt0029844,0.0,0.0,1938.0,the adventures of tom sawyer,7.1,2426.0,University of California Press,288,3.91,total:725859,Mark Twain
1483,Blindness,tt0861689,38219574.50017439,30338666.133795846,2008.0,blindness,6.5,76715.0,Houghton Mifflin Harcourt Publishing Company,326,4.12,total:183687,José Saramago
1484,Changeling,tt0824747,84083063.90038365,172783442.24004826,2008.0,changeling,7.7,272786.0,iBooks,244,3.71,total:2059,Roger Zelazny
1485,The Road,tt0898367,48976686.02813153,42296426.75864542,2009.0,the road,7.2,266651.0,Alfred A. Knopf,241,3.97,total:683245,Cormac McCarthy
1486,A Tale of Two Cities,tt0052270,0.0,0.0,1958.0,a tale of two cities,7.1,1736.0,Simon  Schuster,496,3.84,total:781949,Charles Dickens
1487,A Tale of Two Cities,tt0052270,0.0,0.0,1958.0,a tale of two cities,7.1,1736.0,In Audio,12,3.84,total:782355,Charles Dickens
1488,The Island,tt0851577,0.0,0.0,2006.0,the island,7.8,13103.0,Scholastic Paperbacks,208,3.72,total:1503,Gary Paulsen
1489,Fanny,tt0054866,0.0,0.0,1961.0,fanny,6.8,2904.0,Signet,544,3.78,total:1134,Erica Jong
1490,The Face of Another,tt0061065,0.0,0.0,1966.0,the face of another,7.8,11567.0,Vintage,238,3.78,total:3151,Kōbō Abe
1491,Australia,tt0455824,198741787.4009068,75757314.84883162,2008.0,australia,6.6,132890.0,DK Publishing (Dorling Kindersley),616,4.07,total:237,Kate Hemphill
1492,Twilight,tt1099212,56564970.26025809,600225613.9677812,2008.0,twilight,5.3,516093.0,Schocken,224,3.92,total:823,Elie Wiesel
1493,The Children,tt1172571,0.0,0.0,2008.0,the children,5.9,19534.0,Virago,368,3.73,total:705,Edith Wharton
1494,The Boy in the Striped Pyjamas,tt0914798,19109787.250087194,31212494.024640158,2008.0,the boy in the striped pyjamas,7.7,267289.0,Definitions (Young Adult),216,4.14,total:473137,John Boyne
1495,Hunger,tt0986233,0.0,4165129.480671525,2008.0,hunger,7.5,75896.0,Penguin Books,192,3.92,total:1091,Lan Samantha Chang
1496,The Lovers,tt0052556,0.0,0.0,1958.0,the lovers,7.1,6281.0,Dutton Books,304,3.31,total:104,Morris L. West
1497,Pandora's Box,tt1285130,0.0,0.0,2008.0,pandora's box,7.1,3111.0,Strebor Books,283,3.96,total:276,Allison Hobbs
1498,The Reader,tt0976051,48921055.36022321,172781966.96447256,2008.0,the reader,7.6,271300.0,Random House Audio,4,3.76,total:165031,Bernhard Schlink
1499,Love,tt0450363,0.0,0.0,2005.0,love,5.8,429.0,Miramax Books,43,4.46,total:1464,Pablo Neruda
1500,Love,tt0450363,0.0,0.0,2005.0,love,5.8,429.0,Vintage Classics,122,3.69,total:1130,Angela Carter
1501,The Memory Keeper's Daughter,tt0955298,0.0,0.0,2008.0,the memory keeper's daughter,6.6,3108.0,Penguin Books,401,3.67,total:550326,Kim Edwards
1502,Yes Man,tt1068680,107014808.60048828,345491160.80153084,2008.0,yes man,6.8,399798.0,Gallery Books,371,4.08,total:8830,Danny Wallace
