,movie_title,imdb_id,movie_budget,movie_revenue,movie_release,join_title,imdb_rating,imdb_total_votes,Publisher,Pages,Rating,RatingDistTotal,Authors
798,The Rachel Papers,tt0098160,0.0,0.0,1989.0,the rachel papers,5.9,2362.0,Alfred A. Knopf,227,3.59,total:9143,Martin Amis
799,The Business of Fancydancing,tt0303313,365073.7197523917,0.0,2002.0,the business of fancydancing,6.6,561.0,Hanging Loose Press,84,4.18,total:1949,Sherman Alexie
800,The Keep,tt0085780,19879550.561797757,12132347.237752808,1983.0,the keep,5.7,16511.0,Knopf,240,3.45,total:12906,Jennifer Egan
801,The Red Shoes,tt0040725,6848986.486486487,0.0,1948.0,the red shoes,8.1,42376.0,Harper Perennial,359,3.91,total:54,Rosemary Sullivan
802,Dracula,tt0079073,0.0,0.0,1979.0,dracula,6.5,12215.0,Back Bay Books,448,3.99,total:885289,Bram Stoker
803,Dracula,tt0079073,0.0,0.0,1979.0,dracula,6.5,12215.0,Palgrave MacMillan,622,3.99,total:888022,Bram Stoker
804,War and Peace,tt0311356,0.0,0.0,2002.0,war and peace,8.1,158.0,Oxford University Press,1392,4.12,total:250130,Leo Tolstoy
805,The Handmaid's Tale,tt0099731,0.0,0.0,1990.0,the handmaid's tale,6.0,11974.0,Everyman's Library,350,4.11,total:1342979,Margaret Atwood
806,Earth,tt0150433,0.0,1059145.6154074073,1998.0,earth,7.6,8370.0,Spectra,704,3.92,total:6808,David Brin
807,Death in Venice,tt0067445,0.0,0.0,1971.0,death in venice,7.3,24400.0,Bedford/St. Martin's,295,3.73,total:34485,Thomas Mann
808,Dust,tt0243232,0.0,0.0,2001.0,dust,6.3,2504.0,Laurel Leaf,192,3.53,total:1426,Arthur Slade
809,Taking Sides,tt0260414,0.0,0.0,2001.0,taking sides,7.0,4131.0,HMH Books for Young Readers,176,3.37,total:857,Gary Soto
810,Children Of The Night,tt0103957,0.0,0.0,1991.0,children of the night,4.7,1407.0,Warner Books,464,3.71,total:6581,Dan Simmons
811,Daisy Miller,tt0071385,13861880.341880342,0.0,1974.0,daisy miller,6.2,2225.0,Wildside Press,164,3.37,total:26130,Henry James
812,The Ugly American,tt0056632,0.0,0.0,1963.0,the ugly american,6.6,2690.0,W. W. Norton  Company,288,4.01,total:3718,William J. Lederer
813,The Bostonians,tt0086992,0.0,0.0,1984.0,the bostonians,6.2,2701.0,Oxford University Press,504,3.59,total:6235,Henry James
814,See No Evil,tt0067727,0.0,0.0,1971.0,see no evil,6.6,4641.0,Random House Audio,0,3.93,total:4544,Robert B. Baer
815,See No Evil,tt0067727,0.0,0.0,1971.0,see no evil,6.6,4641.0,Love Inspired Suspense,250,4.03,total:58,Gayle Roper
816,Once Bitten,tt0089730,9820034.058656575,30687606.433301795,1985.0,once bitten,5.6,18916.0,Xlibris Corporation,268,4.33,total:15,Adrian Hunter
817,The Adventures of Huckleberry Finn,tt0053571,0.0,0.0,1960.0,the adventures of huckleberry finn,6.2,1688.0,Penguin Classics,327,3.82,total:1117780,Mark Twain
818,The Prince and the Pauper,tt0029440,0.0,0.0,1937.0,the prince and the pauper,7.2,3109.0,Digital Scanning,420,3.85,total:104296,Mark Twain
819,Underworld,tt0320691,39080481.927710846,170015119.2780723,2003.0,underworld,7.0,297277.0,Scribner,827,3.92,total:25858,Don DeLillo
820,A Brief History of Time,tt0103882,0.0,0.0,1991.0,a brief history of time,7.3,6131.0,Bantam Books,212,4.17,total:276259,Stephen Hawking
821,Kiss of the Spider Woman,tt0089424,0.0,0.0,1985.0,kiss of the spider woman,7.3,18803.0,Vintage,281,3.98,total:12137,Manuel Puig
822,All the President's Men,tt0074119,49410896.05734767,410401089.6057348,1976.0,all the president's men,7.9,134914.0,Pocket Books,480,4.19,total:44752,Carl Bernstein
823,Avalon,tt0267287,14777585.4214123,16303544.752801822,2001.0,avalon,6.4,14002.0,Chicago Review Press,440,3.86,total:3511,Anya Seton
824,The Meaning of Life,tt0085959,0.0,0.0,1983.0,the meaning of life,7.5,128765.0,"Oxford University Press, USA",187,3.5,total:1581,Terry Eagleton
825,Ruby,tt0105291,0.0,0.0,1992.0,ruby,5.5,1746.0,Harper Perennial,224,3.69,total:1682,Francesca Lia Block
826,The Debut,tt0163745,1915936.207914944,0.0,2000.0,the debut,6.4,721.0,Vintage,192,3.66,total:1145,Anita Brookner
827,Eureka,tt0083906,0.0,409425.9703370786,1983.0,eureka,5.9,4355.0,University of Illinois Press,232,3.72,total:484,Edgar Allan Poe
828,Tough Guys Don't Dance,tt0094169,14558707.360861758,2499002.1184919206,1987.0,tough guys don't dance,5.0,2102.0,Random House,240,3.5,total:2631,Norman Mailer
829,Leap of Faith,tt0104695,0.0,0.0,1992.0,leap of faith,6.2,15610.0,Corgi,256,3.71,total:5157,Danielle Steel
830,In Cold Blood,tt0061809,34507234.042553194,128244173.33641335,1967.0,in cold blood,7.9,31208.0,Random House Audio,15,4.07,total:498212,Truman Capote
831,Out of Time,tt0313443,88819277.10843374,98581515.76771083,2003.0,out of time,6.5,70155.0,Tor Teen,128,2.9,total:184,John Marsden
832,Out of Time,tt0313443,88819277.10843374,98581515.76771083,2003.0,out of time,6.5,70155.0,Pan Australia,144,2.9,total:184,John Marsden
833,Mystic River,tt0327056,44409638.55421687,278576369.02168673,2003.0,mystic river,7.9,512875.0,William Morrow Paperbacks,416,4.18,total:118023,Dennis Lehane
834,Sylvia,tt0325055,12434698.795180723,17763855.421686746,2003.0,sylvia,6.3,11533.0,"Farrar, Straus and Giroux",129,3.85,total:1244,Leonard Michaels
835,In the Cut,tt0199626,21316626.506024096,40.85686746987952,2003.0,in the cut,5.4,27493.0,Plume,180,3.23,total:2215,Susanna Moore
836,Black Sunday,tt0075765,0.0,0.0,1977.0,black sunday,6.8,9666.0,Random House Audio,0,3.6,total:7873,Thomas  Harris
837,The Eye,tt0325655,0.0,0.0,2002.0,the eye,6.6,30808.0,Vintage,104,3.68,total:4090,Vladimir Nabokov
838,The Cat in the Hat,tt0312528,0.0,0.0,2003.0,the cat in the hat,4.2,92556.0,Random House Books for Young Readers,61,4.17,total:398469,Dr. Seuss
839,Jane Eyre,tt0036969,0.0,0.0,1943.0,jane eyre,7.4,10109.0,Penguin,532,4.12,total:1548529,Charlotte Brontë
840,Jane Eyre,tt0036969,0.0,0.0,1943.0,jane eyre,7.4,10109.0,Signet Classics,462,4.12,total:1553077,Charlotte Brontë
841,Jane Eyre,tt0036969,0.0,0.0,1943.0,jane eyre,7.4,10109.0,Turtleback Books,461,4.12,total:1553399,Charlotte Brontë
842,A Tale of Two Cities,tt0027075,0.0,0.0,1935.0,a tale of two cities,7.8,6746.0,Simon  Schuster,496,3.84,total:781949,Charles Dickens
843,A Tale of Two Cities,tt0027075,0.0,0.0,1935.0,a tale of two cities,7.8,6746.0,In Audio,12,3.84,total:782355,Charles Dickens
844,Kafka,tt0102181,26488849.29472903,0.0,1991.0,kafka,6.8,11019.0,,176,4.03,total:2891,David Zane Mairowitz
845,The Lover,tt0101316,0.0,0.0,1992.0,the lover,6.8,24854.0,Pantheon Books,117,3.74,total:33882,Marguerite Duras
846,Presumed Innocent,tt0100404,55969380.39215686,563009195.9622275,1990.0,presumed innocent,6.9,51477.0,Twtp Assorted,431,4.1,total:103214,Scott Turow
847,Proof,tt0102721,0.0,1263441.052887899,1991.0,proof,7.2,7449.0,G.P. Putnam's Sons,368,4.05,total:6245,Dick Francis
848,Proof,tt0102721,0.0,1263441.052887899,1991.0,proof,7.2,7449.0,G.P. Putnam's Sons,334,4.05,total:6258,Dick Francis
849,Battle Royale,tt0266308,8621712.935617248,47898405.19787359,2000.0,battle royale,7.5,203916.0,"VIZ, LLC",617,4.23,total:51405,Koushun Takami
850,Revenge,tt0100485,0.0,39803428.7897098,1990.0,revenge,6.2,22367.0,St. Martin's Press,240,3.5700000000000003,total:70,Mary Morris
851,Wild at Heart,tt0100935,24168596.07843137,37042181.95212549,1990.0,wild at heart,7.2,110121.0,Grove Press,160,3.79,total:1138,Barry Gifford
852,Little Women,tt0041594,0.0,0.0,1949.0,little women,7.2,8739.0,Signet Classics,449,4.08,total:1595807,Louisa May Alcott
853,Little Women,tt0041594,0.0,0.0,1949.0,little women,7.2,8739.0,Barnes  Noble Classics,489,4.08,total:1601291,Louisa May Alcott
854,A Midsummer Night's Dream,tt0026714,0.0,0.0,1935.0,a midsummer night's dream,6.8,4128.0,Signet Book,162,3.94,total:428449,William Shakespeare
855,Beauty and the Beast,tt0038348,0.0,0.0,1946.0,beauty and the beast,7.9,29469.0,Seastar Books,48,4.34,total:5862,Marianna Mayer
856,The Tragedy of Macbeth,tt0067372,0.0,0.0,1971.0,the tragedy of macbeth,7.4,15789.0,Echo Library,172,3.9,total:641709,William Shakespeare
857,Red River,tt0040724,41093918.91891892,123446132.43243244,1948.0,red river,7.7,37056.0,Grand Central Publishing,420,3.85,total:2905,Lalita Tademy
858,A Shot in the Dark,tt0058586,0.0,129665783.0029735,1964.0,a shot in the dark,7.3,33339.0,Hesperus Press,94,3.72,total:46,Saki
859,The Navigator,tt0015163,0.0,0.0,1924.0,the navigator,7.5,11851.0,Mandarin,304,3.81,total:387,Morris L. West
860,The Hunchback of Notre Dame,tt0031455,0.0,0.0,1939.0,the hunchback of notre dame,7.8,13056.0,Tantor Audio,0,4.0,total:162555,Victor Hugo
861,"Play It Again, Sam",tt0069097,0.0,0.0,1972.0,"play it again, sam",7.6,29253.0,Random House (NY),88,3.87,total:753,Woody Allen
862,Pygmalion,tt0030637,0.0,0.0,1938.0,pygmalion,7.7,10297.0,Dover Publications,82,3.9,total:85519,George Bernard Shaw
863,A Passage to India,tt0087892,25415710.088148877,86374188.32814887,1984.0,a passage to india,7.3,22650.0,Penguin Books,376,3.68,total:64627,E.M. Forster
864,Anna Karenina,tt0026071,0.0,0.0,1935.0,anna karenina,7.0,6124.0,Penguin Classics,838,4.05,total:631550,Leo Tolstoy
865,Accident,tt0061328,5915525.835866261,0.0,1967.0,accident,6.8,5316.0,Dell,464,3.96,total:12739,Danielle Steel
866,The Collector,tt0059043,0.0,0.0,1965.0,the collector,7.5,12928.0,Back Bay Books,305,3.98,total:52004,John Fowles
867,Naked Lunch,tt0102511,38529235.33778768,0.0,1991.0,naked lunch,6.9,59986.0,Grove Press,289,3.46,total:74999,William S. Burroughs
868,Run,tt0102818,38529235.33778768,10618002.262093542,1991.0,run,6.2,3382.0,HarperLuxe,416,3.5700000000000003,total:37832,Ann Patchett
869,A Summer Place,tt0053320,0.0,0.0,1959.0,a summer place,6.9,4199.0,Harlequin Superromance,304,3.81,total:47,Laura Abbot
870,Shoot the Piano Player,tt0054389,0.0,0.0,1960.0,shoot the piano player,7.4,21613.0,Vintage Crime/Black Lizard,158,4.02,total:3042,David Goodis
871,In America,tt0298845,0.0,0.0,2003.0,in america,7.6,45191.0,St. Martins Press-3PL,398,3.31,total:1776,Susan Sontag
872,Girl with a Pearl Earring,tt0335119,0.0,55897149.03807229,2003.0,girl with a pearl earring,6.9,84940.0,Plume Books,233,3.88,total:602181,Tracy Chevalier
873,House of Sand and Fog,tt0315983,29310361.44578313,30096936.081927717,2003.0,house of sand and fog,7.5,75079.0,Vintage,368,3.85,total:119928,Andre Dubus III
874,Monster,tt0340855,14211084.337349398,107255643.67421688,2003.0,monster,7.3,170475.0,Amistad,281,3.72,total:58109,Walter Dean Myers
875,Cheaper by the Dozen,tt0349205,71055421.68674698,337890047.47855425,2003.0,cheaper by the dozen,5.9,114177.0,Harper,224,4.02,total:35735,Frank B. Gilbreth Jr.
876,Cold Mountain,tt0159365,140334457.8313253,307338695.9874699,2003.0,cold mountain,7.2,162377.0,Grove Press,356,3.86,total:215220,Charles Frazier
877,Peter Pan,tt0316396,177638554.21686748,216674646.04626507,2003.0,peter pan,6.8,83767.0,Henry Holt and Co.,176,4.07,total:255182,J.M. Barrie
878,The Great Gatsby,tt0071577,45051111.11111111,183900021.74358976,1974.0,the great gatsby,6.4,28446.0,Wordsworth Editions Ltd,122,3.92,total:3577073,F. Scott Fitzgerald
879,The Great Gatsby,tt0071577,45051111.11111111,183900021.74358976,1974.0,the great gatsby,6.4,28446.0,Cambridge University Press,276,3.92,total:3589597,F. Scott Fitzgerald
880,Wuthering Heights,tt0104181,0.0,0.0,1992.0,wuthering heights,6.6,15145.0,Running Press Book Publishers,248,3.85,total:1270598,Emily Brontë
881,Wuthering Heights,tt0104181,0.0,0.0,1992.0,wuthering heights,6.6,15145.0,Penguin Books,335,3.85,total:1275195,Emily Brontë
882,Ship of Fools,tt0059712,0.0,0.0,1965.0,ship of fools,7.0,7552.0,Ace,370,3.74,total:2834,Richard Paul Russo
883,Jane Eyre,tt0065911,0.0,0.0,1971.0,jane eyre,6.4,1295.0,Penguin,532,4.12,total:1548529,Charlotte Brontë
884,Jane Eyre,tt0065911,0.0,0.0,1971.0,jane eyre,6.4,1295.0,Signet Classics,462,4.12,total:1553077,Charlotte Brontë
885,Jane Eyre,tt0065911,0.0,0.0,1971.0,jane eyre,6.4,1295.0,Turtleback Books,461,4.12,total:1553399,Charlotte Brontë
886,Bonjour Tristesse,tt0051429,0.0,0.0,1958.0,bonjour tristesse,6.8,6144.0,Pocket,154,3.64,total:25560,Françoise Sagan
887,Ransom,tt0073796,0.0,0.0,1975.0,ransom,5.6,2665.0,Laurel Leaf,176,3.67,total:3678,Lois Duncan
888,Dr. Jekyll and Mr. Hyde,tt0033553,0.0,0.0,1941.0,dr. jekyll and mr. hyde,6.8,10597.0,Bantam Classics,98,3.81,total:358754,Robert Louis Stevenson
889,The Ox-Bow Incident,tt0036244,0.0,0.0,1943.0,the ox-bow incident,8.0,26565.0,Modern Library,247,3.83,total:4878,Walter Van Tilburg Clark
890,Money for Nothing,tt0107594,24986330.532212883,2373301.619271708,1993.0,money for nothing,5.7,4647.0,Penguin Books,240,3.94,total:1013,P.G. Wodehouse
891,Heat and Dust,tt0084058,0.0,0.0,1983.0,heat and dust,6.5,2316.0,Counterpoint,190,3.55,total:7021,Ruth Prawer Jhabvala
892,Mesmerized,tt0091513,15343803.216650898,0.0,1985.0,mesmerized,4.7,1111.0,Pocket Star Books,576,3.85,total:194,Gayle Lynds
893,The Perfect Score,tt0314498,0.0,0.0,2004.0,the perfect score,5.7,27004.0,Simon Spotlight Entertainment,192,3.56,total:71,David Levithan
894,Miracle,tt0349825,48750960.815888345,112206792.33786364,2004.0,miracle,7.5,62256.0,Dell,225,3.74,total:4840,Danielle Steel
895,The Innocent,tt0106185,0.0,0.0,1993.0,the innocent,5.6,1791.0,Dutton,503,3.96,total:26532,Harlan Coben
896,The Sailor Who Fell from Grace with the Sea,tt0075161,0.0,0.0,1976.0,the sailor who fell from grace with the sea,6.2,1806.0,Berkley Publishing Group,144,3.89,total:17945,Yukio Mishima
897,The Diary of Anne Frank,tt0052738,33543743.53671148,0.0,1959.0,the diary of anne frank,7.4,14339.0,Dramatists Play Service,70,4.06,total:7401,Frances Goodrich
898,Richard III,tt0049674,0.0,0.0,1955.0,richard iii,7.3,5718.0,"Oxford University Press, USA",414,3.93,total:41998,William Shakespeare
899,The Chase,tt0060232,0.0,0.0,1966.0,the chase,7.1,14890.0,University of Minnesota Press,121,3.6,total:258,Alejo Carpentier
900,Spartan,tt0360009,33516285.56092324,14125089.457949542,2004.0,spartan,6.5,34112.0,Atria Books (NYC),320,3.68,total:4470,Valerio Massimo Manfredi
901,Broken Wings,tt0317842,0.0,0.0,2002.0,broken wings,7.3,2595.0,Pocket Books,377,3.63,total:227,John E. Douglas
902,Games People Play,tt0371683,0.0,0.0,2004.0,games people play,4.5,212.0,Ballantine Books,216,3.81,total:25737,Eric Berne
903,The Wind in the Willows,tt0118172,25.16106011635424,2.0967550096961864,1996.0,the wind in the willows,6.3,3597.0,Penguin Books,197,3.99,total:169596,Kenneth Grahame
904,The Wind in the Willows,tt0118172,25.16106011635424,2.0967550096961864,1996.0,the wind in the willows,6.3,3597.0,Yearling,244,3.99,total:169941,Kenneth Grahame
905,Never Die Alone,tt0354766,5223317.230273752,10312569.31830381,2004.0,never die alone,5.6,6317.0,Holloway House Publishing Company,224,4.29,total:773,Donald Goines
906,The Alamo,tt0318974,252460332.79656464,44955282.39209876,2004.0,the alamo,6.1,23328.0,Hyperion,384,3.49,total:108,Frank T. Thompson
907,Cheaper by the Dozen,tt0042327,0.0,0.0,1950.0,cheaper by the dozen,7.0,5962.0,Harper,224,4.02,total:35735,Frank B. Gilbreth Jr.
908,Envy,tt0326856,69644229.73698336,0.0,2004.0,envy,4.8,33219.0,NYRB Classics,152,3.75,total:2928,Yury Olesha
909,Troy,tt0332452,304693505.0993022,866043150.1531723,2004.0,troy,7.3,603970.0,Scholastic Point,368,3.69,total:4162,Adèle Geras
910,Under Fire,tt0086510,0.0,0.0,1983.0,under fire,7.0,9448.0,Penguin Classics,352,3.83,total:1406,Henri Barbusse
911,Mercy,tt0188055,0.0,0.0,2000.0,mercy,5.3,2527.0,Washington Square Press,400,3.58,total:46658,Jodi Picoult
912,The Passion of Ayn Rand,tt0140447,0.0,0.0,1999.0,the passion of ayn rand,5.8,1702.0,Anchor,464,3.75,total:1729,Barbara Branden
913,The Discovery of Heaven,tt0251052,0.0,0.0,2001.0,the discovery of heaven,6.7,3921.0,Penguin Books,730,4.17,total:11430,Harry Mulisch
914,Chance,tt0282410,136902.64490714687,0.0,2002.0,chance,6.8,1288.0,Penguin Books,400,3.59,total:593,Joseph Conrad
915,Midnight,tt0031647,0.0,0.0,1939.0,midnight,7.8,6277.0,Random House Value Publishing,0,3.83,total:23583,Dean Koontz
916,Pride and Prejudice,tt0032943,0.0,0.0,1940.0,pride and prejudice,7.3,9849.0,Modern Library,279,4.26,total:2821508,Jane Austen
917,The Man in the Gray Flannel Suit,tt0049474,0.0,0.0,1956.0,the man in the gray flannel suit,7.1,4380.0,Amereon Limited,304,3.83,total:2636,Sloan Wilson
918,The Man in the Gray Flannel Suit,tt0049474,0.0,0.0,1956.0,the man in the gray flannel suit,7.1,4380.0,Da Capo Press,288,3.83,total:2641,Sloan Wilson
919,The Fountainhead,tt0041386,0.0,0.0,1949.0,the fountainhead,7.0,11559.0,Dutton,752,3.87,total:288859,Ayn Rand
920,Monster in a Box,tt0102467,0.0,729992.1775849601,1992.0,monster in a box,7.5,905.0,Vintage,96,4.03,total:566,Spalding Gray
921,Midnight,tt0166707,0.0,0.0,1998.0,midnight,6.8,820.0,Random House Value Publishing,0,3.83,total:23583,Dean Koontz
922,School Ties,tt0105327,0.0,34512630.89411424,1992.0,school ties,6.9,28846.0,Penguin Books,144,3.65,total:68,William  Boyd
923,The Canterville Ghost,tt0036696,0.0,0.0,1944.0,the canterville ghost,6.9,3542.0,Wildside Press,52,3.89,total:40816,Oscar Wilde
924,Good Guys Wear Black,tt0079227,5173333.333333333,94672000.0,1978.0,good guys wear black,5.1,4123.0,Random House Value Publishing,0,3.0,total:1,John MacDougall Murray
925,The Postman Always Rings Twice,tt0038854,0.0,0.0,1946.0,the postman always rings twice,7.4,24288.0,Orion,116,3.8,total:29488,James M. Cain
926,Tuesdays with Morrie,tt0207805,0.0,0.0,1999.0,tuesdays with morrie,7.4,5109.0,Anchor Books,192,4.11,total:742356,Mitch Albom
927,Tinker Tailor Soldier Spy,tt0080297,0.0,0.0,1979.0,tinker tailor soldier spy,8.4,10405.0,Pan Macmillan,317,4.05,total:65942,John le Carré
928,Treasure Island,tt0100813,0.0,0.0,1990.0,treasure island,7.0,6511.0,Kingfisher,311,3.83,total:380722,Robert Louis Stevenson
929,Treasure Island,tt0100813,0.0,0.0,1990.0,treasure island,7.0,6511.0,Running Press Kids,48,3.83,total:381855,Robert Louis Stevenson
930,Twister,tt0096321,0.0,0.0,1989.0,twister,5.2,2483.0,Ballantine Books,182,3.63,total:1723,Michael Crichton
931,The Parallax View,tt0071970,0.0,0.0,1974.0,the parallax view,7.1,24016.0,MIT Press (MA),433,4.0,total:1137,Slavoj Žižek
932,Second Skin,tt0232611,0.0,0.0,1999.0,second skin,6.3,1826.0,New Directions,210,3.85,total:392,John Hawkes
933,Victory,tt0114846,0.0,0.0,1996.0,victory,6.2,562.0,Margaret K. McElderry Books,196,3.5700000000000003,total:610,Susan Cooper
934,The Valachi Papers,tt0068341,0.0,0.0,1972.0,the valachi papers,6.4,4922.0,Harper Perennial,304,3.88,total:1162,Peter Maas
935,Shame,tt0063611,0.0,0.0,1968.0,shame,8.0,16061.0,Vintage,287,3.82,total:10791,Salman Rushdie
936,Under the Volcano,tt0088322,0.0,0.0,1984.0,under the volcano,6.8,6704.0,Harper Perennial,397,3.79,total:21176,Malcolm Lowry
937,Wise Blood,tt0080140,0.0,0.0,1979.0,wise blood,6.9,6890.0,Farrar Straus & Giroux,256,3.86,total:25377,Flannery O'Connor
938,The Trip,tt0062395,0.0,0.0,1967.0,the trip,6.1,5758.0,HarperTrophy,32,3.79,total:249,Ezra Jack Keats
939,Cockfighter,tt0071338,0.0,0.0,1974.0,cockfighter,6.9,2815.0,Blackmask.com,200,4.11,total:1200,Charles Willeford
940,Marjorie Morningstar,tt0051911,0.0,0.0,1958.0,marjorie morningstar,6.2,1370.0,Back Bay Books,565,3.98,total:7252,Herman Wouk
941,The Power of One,tt0105159,0.0,0.0,1992.0,the power of one,7.1,11272.0,Laurel Leaf,384,4.35,total:74493,Bryce Courtenay
942,The Phantom Tollbooth,tt0064806,0.0,0.0,1970.0,the phantom tollbooth,6.7,3776.0,Random House Books for Young Readers,256,4.21,total:227037,Norton Juster
943,Dark Water,tt0308379,0.0,0.0,2002.0,dark water,6.7,36893.0,Vertical,279,3.61,total:3057,Kōji Suzuki
944,The Thief,tt0124207,0.0,0.0,1997.0,the thief,7.6,5881.0,Arrow,86,3.19,total:375,Ruth Rendell
945,Paradise,tt0102631,81874625.09279883,44873659.09891611,1991.0,paradise,6.6,3369.0,Plume (Penguin Books Ltd),318,3.8,total:22167,Toni Morrison
946,Paradise,tt0102631,81874625.09279883,44873659.09891611,1991.0,paradise,6.6,3369.0,Bloomsbury,249,3.5,total:606,Abdulrazak Gurnah
947,Frankenstein Unbound,tt0099612,0.0,0.0,1990.0,frankenstein unbound,5.4,4429.0,House of Stratus,188,3.27,total:616,Brian W. Aldiss
948,Crossroads,tt0090888,0.0,16938420.22143767,1986.0,crossroads,7.1,18999.0,Catbird Press,224,3.83,total:76,Karel Čapek
949,The Inheritance,tt0328844,0.0,0.0,2003.0,the inheritance,7.2,5009.0,Penguin Books,177,3.64,total:4962,Louisa May Alcott
